shadow_rank,consolidated_decision,decision_reasons,evidence_tier,source_count,source_ids,source_kinds,source_lag_status,source_lag_required,canonical_key,canonical_expression,canonical_skeleton,blueprint_id,semantic_pair,motif,horizon_h,expression,skeleton_key,train_sortino,validation_sortino,test_sortino,recent_sortino,min_oos_sortino,min_oos_floor_sortino,stress_floor_sortino,recent_sharpe,recent_rankic,recent_avg_turnover,recent_control_ratio,recent_shuffle_control_ratio,oos_control_dominated_count,oos_lag_stale_dominated_count,hard_reject,hard_reject_reasons,gate_pass,pareto_rank,source_file
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(sub(csrank(delta(mark_index_basis_bps,12)),csrank(zscore(mean(global_long_short_account_ratio_mean,3)))))|h=4","neg(sub(csrank(delta(mark_index_basis_bps,12)),csrank(zscore(mean(global_long_short_account_ratio_mean,3)))))",basis_premium_like|positioning_like|spread_rank|db89712891c9,a7ls29_b0139c0edf553236,basis_premium_like|positioning_like,spread_rank,4,"Neg(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(ZScore(Mean(global_long_short_account_ratio_mean,3)))))",basis_premium_like|positioning_like|spread_rank|db89712891c9,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(csrank(delta(mark_index_basis_bps,12)),csrank(zscore(mean(top_long_short_account_ratio_last,3)))))|h=4","zscore(sub(csrank(delta(mark_index_basis_bps,12)),csrank(zscore(mean(top_long_short_account_ratio_last,3)))))",basis_premium_like|positioning_like|spread_rank|6ae61991d3dc,a7ls29_e064a31369522966,basis_premium_like|positioning_like,spread_rank,4,"ZScore(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(ZScore(Mean(top_long_short_account_ratio_last,3)))))",basis_premium_like|positioning_like|spread_rank|6ae61991d3dc,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(sub(csrank(delta(mark_index_basis_bps,12)),csrank(zscore(mean(top_long_short_account_ratio_last,3)))),-3,3)|h=4","clip(sub(csrank(delta(mark_index_basis_bps,12)),csrank(zscore(mean(top_long_short_account_ratio_last,3)))),-3,3)",basis_premium_like|positioning_like|spread_rank|97621f21b878,a7ls29_c5326e064a3fdd24,basis_premium_like|positioning_like,spread_rank,4,"Clip(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(ZScore(Mean(top_long_short_account_ratio_last,3)))),-3,3)",basis_premium_like|positioning_like|spread_rank|97621f21b878,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(csrank(delta(mark_index_basis_bps,12)),csrank(zscore(mean(top_long_short_account_ratio_last,3)))))|h=4","csrank(sub(csrank(delta(mark_index_basis_bps,12)),csrank(zscore(mean(top_long_short_account_ratio_last,3)))))",basis_premium_like|positioning_like|spread_rank|0aff644bb835,a7ls29_91a0e34d4b7aed01,basis_premium_like|positioning_like,spread_rank,4,"CSRank(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(ZScore(Mean(top_long_short_account_ratio_last,3)))))",basis_premium_like|positioning_like|spread_rank|0aff644bb835,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_last,6))))|h=4","neg(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_last,6))))",basis_premium_like|positioning_like|spread_rank|a4c293e0c818,a7ls29_cb4086c4a8fbb6ca,basis_premium_like|positioning_like,spread_rank,4,"Neg(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(Decay(top_long_short_account_ratio_last,6))))",basis_premium_like|positioning_like|spread_rank|a4c293e0c818,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_last,6))),-3,3)|h=4","clip(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_last,6))),-3,3)",basis_premium_like|positioning_like|spread_rank|81332a577e66,a7ls29_e9a5f602134af723,basis_premium_like|positioning_like,spread_rank,4,"Clip(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(Decay(top_long_short_account_ratio_last,6))),-3,3)",basis_premium_like|positioning_like|spread_rank|81332a577e66,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_last,6))))|h=4","csrank(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_last,6))))",basis_premium_like|positioning_like|spread_rank|6f5d8679b602,a7ls29_3c18796f2e590080,basis_premium_like|positioning_like,spread_rank,4,"CSRank(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(Decay(top_long_short_account_ratio_last,6))))",basis_premium_like|positioning_like|spread_rank|6f5d8679b602,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(csrank(delta(mark_index_basis_bps,12)),csrank(zscore(mean(top_long_short_account_ratio_mean,3)))))|h=4","csrank(sub(csrank(delta(mark_index_basis_bps,12)),csrank(zscore(mean(top_long_short_account_ratio_mean,3)))))",basis_premium_like|positioning_like|spread_rank|0aff644bb835,a7ls29_97dc3c841f5e6a8f,basis_premium_like|positioning_like,spread_rank,4,"CSRank(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,3)))))",basis_premium_like|positioning_like|spread_rank|0aff644bb835,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_last,6))))|h=4","zscore(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_last,6))))",basis_premium_like|positioning_like|spread_rank|b4eb27fc06b1,a7ls29_463e2cb2eb14e16c,basis_premium_like|positioning_like,spread_rank,4,"ZScore(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(Decay(top_long_short_account_ratio_last,6))))",basis_premium_like|positioning_like|spread_rank|b4eb27fc06b1,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(mul(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_mean,12))),sign(decay(top_long_short_account_ratio_mean,48))))|h=4","zscore(mul(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_mean,12))),sign(decay(top_long_short_account_ratio_mean,48))))",basis_premium_like|positioning_like|signed_spread|5ac72a6cc73f,a7ls29_687d8d883fcb217b,basis_premium_like|positioning_like,signed_spread,4,"ZScore(Mul(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(Decay(top_long_short_account_ratio_mean,12))),Sign(Decay(top_long_short_account_ratio_mean,48))))",basis_premium_like|positioning_like|signed_spread|5ac72a6cc73f,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(mul(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_mean,12))),sign(decay(top_long_short_account_ratio_mean,48))),-3,3)|h=4","clip(mul(sub(csrank(delta(mark_index_basis_bps,12)),csrank(decay(top_long_short_account_ratio_mean,12))),sign(decay(top_long_short_account_ratio_mean,48))),-3,3)",basis_premium_like|positioning_like|signed_spread|d8a4b8811704,a7ls29_28ce36472bcdfb40,basis_premium_like|positioning_like,signed_spread,4,"Clip(Mul(Sub(CSRank(Delta(mark_index_basis_bps,12)),CSRank(Decay(top_long_short_account_ratio_mean,12))),Sign(Decay(top_long_short_account_ratio_mean,48))),-3,3)",basis_premium_like|positioning_like|signed_spread|d8a4b8811704,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(tsrank(mark_index_basis_bps,16),abs(zscore(mean(global_long_short_account_ratio_last,168))))|h=4","safediv(tsrank(mark_index_basis_bps,16),abs(zscore(mean(global_long_short_account_ratio_last,168))))",basis_premium_like|positioning_like|safe_div_abs|66babe34f110,a7ls29_eed917b8870b40f9,basis_premium_like|positioning_like,safe_div_abs,4,"SafeDiv(TSRank(mark_index_basis_bps,16),Abs(ZScore(Mean(global_long_short_account_ratio_last,168))))",basis_premium_like|positioning_like|safe_div_abs|66babe34f110,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,240))))|h=4","csrank(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,240))))",basis_premium_like|positioning_like|safe_div_abs|a9e1fabae300,a7ls29_720151a4fe891915,basis_premium_like|positioning_like,safe_div_abs,4,"CSRank(SafeDiv(TSRank(mark_index_basis_bps,6),Abs(Decay(account_position_divergence,240))))",basis_premium_like|positioning_like|safe_div_abs|a9e1fabae300,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,240))),-3,3)|h=4","clip(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,240))),-3,3)",basis_premium_like|positioning_like|safe_div_abs|6cf4ca98f728,a7ls29_53bfc16da9067899,basis_premium_like|positioning_like,safe_div_abs,4,"Clip(SafeDiv(TSRank(mark_index_basis_bps,6),Abs(Decay(account_position_divergence,240))),-3,3)",basis_premium_like|positioning_like|safe_div_abs|6cf4ca98f728,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,504)))|h=24","neg(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,504)))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|1e4396b31b6e,a7ls29_44ffc36e4d56829a,basis_premium_like|age_x_volatility|positioning_like,seed_sub,24,"Neg(Sub(Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12)))),Decay(top_global_account_divergence,504)))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|1e4396b31b6e,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"sub(mul(abs(zscore(mean(basis_abs_168h,24))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,504))|h=24","sub(mul(abs(zscore(mean(basis_abs_168h,24))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,504))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|f9f37c62b5b3,a7ls29_3f4bc145007d54e1,basis_premium_like|age_x_volatility|positioning_like,seed_sub,24,"Sub(Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,12)))),Decay(top_global_account_divergence,504))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|f9f37c62b5b3,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"sub(mul(abs(zscore(mean(basis_abs_168h,24))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,336))|h=24","sub(mul(abs(zscore(mean(basis_abs_168h,24))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,336))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|f9f37c62b5b3,a7ls29_0594a3ce22c78858,basis_premium_like|age_x_volatility|positioning_like,seed_sub,24,"Sub(Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,12)))),Decay(top_global_account_divergence,336))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|f9f37c62b5b3,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))))|h=1","csrank(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))))",basis_premium_like|positioning_like|safe_div_abs|94f9038a6c4b,a7ls29_1be49c6a1ca21082,basis_premium_like|positioning_like,safe_div_abs,1,"CSRank(SafeDiv(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence))),Abs(ZScore(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence)))))))",basis_premium_like|positioning_like|safe_div_abs|94f9038a6c4b,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(safediv(clip(zscore(mark_index_basis_bps),-3,6),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))))))|h=1","safediv(safediv(clip(zscore(mark_index_basis_bps),-3,6),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))))))",basis_premium_like|positioning_like|safe_div_abs|b007ad7bf4dd,a7ls29_096a4ad199ada213,basis_premium_like|positioning_like,safe_div_abs,1,"SafeDiv(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,6),Abs(CSRank(top_global_account_divergence))),Abs(ZScore(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence))))))",basis_premium_like|positioning_like|safe_div_abs|b007ad7bf4dd,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))))|h=1","zscore(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))))",basis_premium_like|positioning_like|safe_div_abs|0e25b4adc31c,a7ls29_a2727958647ad46c,basis_premium_like|positioning_like,safe_div_abs,1,"ZScore(SafeDiv(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence))),Abs(ZScore(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence)))))))",basis_premium_like|positioning_like|safe_div_abs|0e25b4adc31c,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,504)))|h=24","csrank(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,504)))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|1113200197c9,a7ls29_5844e812f73d5a7b,basis_premium_like|age_x_volatility|positioning_like,seed_sub,24,"CSRank(Sub(Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12)))),Decay(top_global_account_divergence,504)))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|1113200197c9,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,504)))|h=24","zscore(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,504)))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|0970bc06439d,a7ls29_07d6f9d47f6d22d7,basis_premium_like|age_x_volatility|positioning_like,seed_sub,24,"ZScore(Sub(Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12)))),Decay(top_global_account_divergence,504)))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|0970bc06439d,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,504)),-3,3)|h=24","clip(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,504)),-3,3)",basis_premium_like|age_x_volatility|positioning_like|seed_sub|bff838013ca2,a7ls29_557ba82fcd9b19fc,basis_premium_like|age_x_volatility|positioning_like,seed_sub,24,"Clip(Sub(Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12)))),Decay(top_global_account_divergence,504)),-3,3)",basis_premium_like|age_x_volatility|positioning_like|seed_sub|bff838013ca2,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))))|h=1","neg(safediv(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence))),abs(zscore(safediv(clip(zscore(mark_index_basis_bps),-3,3),abs(csrank(top_global_account_divergence)))))))",basis_premium_like|positioning_like|safe_div_abs|e4c038293a2a,a7ls29_9854d0412fa899d2,basis_premium_like|positioning_like,safe_div_abs,1,"Neg(SafeDiv(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence))),Abs(ZScore(SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(top_global_account_divergence)))))))",basis_premium_like|positioning_like|safe_div_abs|e4c038293a2a,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,72)))|h=24","csrank(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,72)))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|1113200197c9,a7ls29_66bc165cc8e085e1,basis_premium_like|age_x_volatility|positioning_like,seed_sub,24,"CSRank(Sub(Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12)))),Decay(top_global_account_divergence,72)))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|1113200197c9,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,72)))|h=24","zscore(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,72)))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|0970bc06439d,a7ls29_cccc1ca915c1a423,basis_premium_like|age_x_volatility|positioning_like,seed_sub,24,"ZScore(Sub(Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12)))),Decay(top_global_account_divergence,72)))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|0970bc06439d,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS29_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,72)),-3,3)|h=24","clip(sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,72)),-3,3)",basis_premium_like|age_x_volatility|positioning_like|seed_sub|bff838013ca2,a7ls29_724ad4c16dc4423e,basis_premium_like|age_x_volatility|positioning_like,seed_sub,24,"Clip(Sub(Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12)))),Decay(top_global_account_divergence,72)),-3,3)",basis_premium_like|age_x_volatility|positioning_like|seed_sub|bff838013ca2,,,,,,,,,,,,,,,,,,,runtime/a7ls29_productive_numeric_acceptance_20260610/a7ls29_selected_top160.csv
