cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,regime_fold_target,expression,bucketed_expression,max_window,horizon_bucket
C0905,1,H15_placebo_null_adversarial,P6_funding_observable,ResidualizeVsFundingCore,spread_12_vs_48,same_symbol_zscore,Core4,F5_funding_neutral,"Neg(Clip(ResidualizeVsCore4(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(latest_known_funding_rate,20)),ZScore(TSMean(funding_rate_z_24,3)))),6))),-4.0,4.0))","Neg(Clip(ResidualizeVsCore4(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(latest_known_funding_rate,H24)),ZScore(TSMean(funding_rate_z_24,H6)))),H6))),-4.0,4.0))",20,H24
C0906,0,H03_basis_premium_residual,P10_price_liquidity,RollingMaxRank,spread_12_vs_48,same_symbol_zscore,FundingCore_and_Core4,F4_basis_dislocation,"ResidualizeVsFundingCore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(RollingMax(ret_6,3)),4))),4))","ResidualizeVsFundingCore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(RollingMax(ret_6,H6)),H6))),H6))",4,H6
C0906,1,H03_basis_premium_residual,P10_price_liquidity,RollingMaxRank,spread_12_vs_48,same_symbol_zscore,FundingCore_and_Core4,F4_basis_dislocation,"ResidualizeVsFundingCore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(RollingMax(ret_6,20)),6)))),10))","ResidualizeVsFundingCore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(RollingMax(ret_6,H24)),H6)))),H12))",20,H24
C0907,0,H10_range_breakout_failure,P10_price_liquidity,RegimeMaskNonMay,H72,same_symbol_zscore,FundingCore,F7_trend_reversal,"Sub(Decay(ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F7_trend_reversal,Mul(Rank(TSMean(ret_6,24)),ZScore(TSMean(ret_6,48)))),4)),4),Sub(RollingMax(ret_6,4),RollingMin(ret_6,8)))","Sub(Decay(ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F7_trend_reversal,Mul(Rank(TSMean(ret_6,H24)),ZScore(TSMean(ret_6,H48)))),H6)),H6),Sub(RollingMax(ret_6,H6),RollingMin(ret_6,H12)))",48,H48
C0907,1,H10_range_breakout_failure,P10_price_liquidity,RegimeMaskNonMay,H72,same_symbol_zscore,FundingCore,F7_trend_reversal,"Sub(Decay(ResidualizeVsFundingCore(Rank(TSMean(RegimeMaskNonMay(F7_trend_reversal,Mul(Rank(TSMean(ret_6,96)),ZScore(TSMean(ret_12,36)))),6))),10),Sub(RollingMax(ret_6,10),RollingMin(ret_12,12)))","Sub(Decay(ResidualizeVsFundingCore(Rank(TSMean(RegimeMaskNonMay(F7_trend_reversal,Mul(Rank(TSMean(ret_6,HGT72_LE144)),ZScore(TSMean(ret_12,H48)))),H6))),H12),Sub(RollingMax(ret_6,H12),RollingMin(ret_12,H12)))",96,HGT72_LE144
C0908,0,H02_cross_symbol_dispersion_reversal,P13_trade_size_volatility,HorizonSpread,H6,same_symbol_rank,Core4,F11_cross_symbol_crowding,"Neg(CrossSymbolZScore(TSMean(ResidualizeVsCore4(TSMean(Sub(Rank(TSMean(avg_trade_size_quote,3)),Rank(TSMean(avg_trade_size_quote,8))),4)),4)))","Neg(CrossSymbolZScore(TSMean(ResidualizeVsCore4(TSMean(Sub(Rank(TSMean(avg_trade_size_quote,H6)),Rank(TSMean(avg_trade_size_quote,H12))),H6)),H6)))",8,H12
C0908,1,H02_cross_symbol_dispersion_reversal,P13_trade_size_volatility,HorizonSpread,H6,same_symbol_rank,Core4,F11_cross_symbol_crowding,"Neg(CrossSymbolZScore(TSMean(ResidualizeVsCore4(Rank(TSMean(Sub(Rank(TSMean(avg_trade_size_quote,3)),Rank(TSMean(avg_trade_size_quote,8))),6))),10)))","Neg(CrossSymbolZScore(TSMean(ResidualizeVsCore4(Rank(TSMean(Sub(Rank(TSMean(avg_trade_size_quote,H6)),Rank(TSMean(avg_trade_size_quote,H12))),H6))),H12)))",10,H12
C0909,0,H07_taker_flow_lag_stable,P10_price_liquidity,MulRankZScore,spread_12_vs_48,same_symbol_zscore,FundingCore,F4_basis_dislocation,"Decay(Rank(Clip(ResidualizeVsFundingCore(TSMean(Mul(Rank(TSMean(ret_6,3)),ZScore(Decay(ret_6,8))),4)),-4.0,4.0)),8)","Decay(Rank(Clip(ResidualizeVsFundingCore(TSMean(Mul(Rank(TSMean(ret_6,H6)),ZScore(Decay(ret_6,H12))),H6)),-4.0,4.0)),H12)",8,H12
C0909,1,H07_taker_flow_lag_stable,P10_price_liquidity,MulRankZScore,spread_12_vs_48,same_symbol_zscore,FundingCore,F4_basis_dislocation,"Decay(Rank(Clip(ResidualizeVsFundingCore(Rank(TSMean(Mul(Rank(TSMean(ret_6,20)),ZScore(Decay(ret_12,3))),6))),-4.0,4.0)),12)","Decay(Rank(Clip(ResidualizeVsFundingCore(Rank(TSMean(Mul(Rank(TSMean(ret_6,H24)),ZScore(Decay(ret_12,H6))),H6))),-4.0,4.0)),H12)",20,H24
C0910,0,H14_open_ast_cem_diversity,P6_funding_observable,Rank,H6,same_symbol_rank,Core4,F4_basis_dislocation,"SafeDiv(TSMean(ResidualizeVsCore4(TSMean(Rank(TSMean(latest_known_funding_rate,3)),4)),4),Clip(Abs(TSMean(latest_known_funding_rate,8)),0.05,4.0))","SafeDiv(TSMean(ResidualizeVsCore4(TSMean(Rank(TSMean(latest_known_funding_rate,H6)),H6)),H6),Clip(Abs(TSMean(latest_known_funding_rate,H12)),0.05,4.0))",8,H12
C0910,1,H14_open_ast_cem_diversity,P6_funding_observable,Rank,H6,same_symbol_rank,Core4,F4_basis_dislocation,"SafeDiv(TSMean(ResidualizeVsCore4(Rank(TSMean(Rank(TSMean(latest_known_funding_rate,3)),6))),10),Clip(Abs(TSMean(funding_rate_z_24,12)),0.05,4.0))","SafeDiv(TSMean(ResidualizeVsCore4(Rank(TSMean(Rank(TSMean(latest_known_funding_rate,H6)),H6))),H12),Clip(Abs(TSMean(funding_rate_z_24,H12)),0.05,4.0))",12,H12
C0911,0,H03_basis_premium_residual,P15_open_ast_diverse,TSMeanRank,mixed_12_48,same_symbol_zscore,none,F2_low_liquidity,"ResidualizeVsFundingCore(TSMean(TSMean(Rank(TSMean(mark_index_ratio,3)),4),4))","ResidualizeVsFundingCore(TSMean(TSMean(Rank(TSMean(mark_index_ratio,H6)),H6),H6))",4,H6
C0911,1,H03_basis_premium_residual,P15_open_ast_diverse,TSMeanRank,mixed_12_48,same_symbol_zscore,none,F2_low_liquidity,"ResidualizeVsFundingCore(TSMean(Rank(TSMean(Rank(TSMean(mark_index_ratio,20)),6)),10))","ResidualizeVsFundingCore(TSMean(Rank(TSMean(Rank(TSMean(mark_index_ratio,H24)),H6)),H12))",20,H24
C0912,0,H05_volatility_structure_ex_liquidity_mul,P3_trade_size,TSStdZScore,spread_12_vs_48,cross_symbol_zscore,none,F7_trend_reversal,"Sub(Decay(cross_symbol_zscore(TSMean(ZScore(TSStd(avg_trade_size_quote,3)),4)),4),Rank(TSMean(avg_trade_size_quote,4)))","Sub(Decay(cross_symbol_zscore(TSMean(ZScore(TSStd(avg_trade_size_quote,H6)),H6)),H6),Rank(TSMean(avg_trade_size_quote,H6)))",4,H6
C0912,1,H05_volatility_structure_ex_liquidity_mul,P3_trade_size,TSStdZScore,spread_12_vs_48,cross_symbol_zscore,none,F7_trend_reversal,"Sub(Decay(cross_symbol_zscore(Rank(TSMean(ZScore(TSStd(avg_trade_size_quote,20)),6))),10),Rank(TSMean(number_of_trades,10)))","Sub(Decay(cross_symbol_zscore(Rank(TSMean(ZScore(TSStd(avg_trade_size_quote,H24)),H6))),H12),Rank(TSMean(number_of_trades,H12)))",20,H24
C0913,0,H13_symbol_tier_relative,P11_volatility_basis,TSRankMul,mixed_12_48,cross_symbol_zscore,FundingCore_and_Core4,F4_basis_dislocation,"CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Mul(TSRank(realized_vol_12,3),ZScore(TSMean(realized_vol_12,8))),4)))),4))","CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Mul(TSRank(realized_vol_12,H6),ZScore(TSMean(realized_vol_12,H12))),H6)))),H6))",8,H12
C0913,1,H13_symbol_tier_relative,P11_volatility_basis,TSRankMul,mixed_12_48,cross_symbol_zscore,FundingCore_and_Core4,F4_basis_dislocation,"CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(TSRank(realized_vol_12,20),ZScore(TSMean(realized_vol_24,3))),6))))),10))","CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(TSRank(realized_vol_12,H24),ZScore(TSMean(realized_vol_24,H6))),H6))))),H12))",20,H24
C0914,0,H07_taker_flow_lag_stable,P7_cross_symbol_relative,MulRankRank,mixed_6_24,cross_symbol_rank,Core4,F1_high_realized_vol,"Decay(Rank(TSMean(ResidualizeVsCore4(cross_symbol_rank(TSMean(Mul(Rank(TSMean(cs_z_ret_6,3)),Rank(TSMean(cs_z_ret_6,8))),4))),4)),8)","Decay(Rank(TSMean(ResidualizeVsCore4(cross_symbol_rank(TSMean(Mul(Rank(TSMean(cs_z_ret_6,H6)),Rank(TSMean(cs_z_ret_6,H12))),H6))),H6)),H12)",8,H12
C0914,1,H07_taker_flow_lag_stable,P7_cross_symbol_relative,MulRankRank,mixed_6_24,cross_symbol_rank,Core4,F1_high_realized_vol,"Decay(Rank(TSMean(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(cs_z_ret_6,20)),Rank(TSMean(cs_z_ret_12,3))),6)))),10)),12)","Decay(Rank(TSMean(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(cs_z_ret_6,H24)),Rank(TSMean(cs_z_ret_12,H6))),H6)))),H12)),H12)",20,H24
C0915,0,H02_cross_symbol_dispersion_reversal,P3_trade_size,TSRankMul,H24,same_symbol_rank,FundingCore_and_Core4,F8_low_vol_high_liquidity,"Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(TSRank(avg_trade_size_quote,6),ZScore(TSMean(avg_trade_size_quote,8))),4))),-4.0,4.0)))","Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(TSRank(avg_trade_size_quote,H6),ZScore(TSMean(avg_trade_size_quote,H12))),H6))),-4.0,4.0)))",8,H12
C0915,1,H02_cross_symbol_dispersion_reversal,P3_trade_size,TSRankMul,H24,same_symbol_rank,FundingCore_and_Core4,F8_low_vol_high_liquidity,"Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(TSRank(avg_trade_size_quote,30),ZScore(TSMean(number_of_trades,36))),6)))),-4.0,4.0)))","Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(TSRank(avg_trade_size_quote,H48),ZScore(TSMean(number_of_trades,H48))),H6)))),-4.0,4.0)))",36,H48
C0916,0,H03_basis_premium_residual,P4_taker_flow,RegimeMaskNonMay,mixed_6_24,same_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"ResidualizeVsFundingCore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F8_low_vol_high_liquidity,Mul(Rank(TSMean(taker_buy_ratio,3)),ZScore(TSMean(taker_buy_ratio,8)))),4))),4))","ResidualizeVsFundingCore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F8_low_vol_high_liquidity,Mul(Rank(TSMean(taker_buy_ratio,H6)),ZScore(TSMean(taker_buy_ratio,H12)))),H6))),H6))",8,H12
C0916,1,H03_basis_premium_residual,P4_taker_flow,RegimeMaskNonMay,mixed_6_24,same_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"ResidualizeVsFundingCore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(RegimeMaskNonMay(F8_low_vol_high_liquidity,Mul(Rank(TSMean(taker_buy_ratio,20)),ZScore(TSMean(taker_imbalance,3)))),6)))),10))","ResidualizeVsFundingCore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(RegimeMaskNonMay(F8_low_vol_high_liquidity,Mul(Rank(TSMean(taker_buy_ratio,H24)),ZScore(TSMean(taker_imbalance,H6)))),H6)))),H12))",20,H24
C0917,0,H00_low_turnover_robust,P15_open_ast_diverse,ResidualizeVsCore4,H12,same_symbol_zscore,FundingCore,F1_high_realized_vol,"TSMean(Clip(TSMean(ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_index_ratio,3)),ZScore(TSMean(mark_index_ratio,6)))),4)),4),-3.0,3.0),8)","TSMean(Clip(TSMean(ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_index_ratio,H6)),ZScore(TSMean(mark_index_ratio,H6)))),H6)),H6),-3.0,3.0),H12)",8,H12
C0917,1,H00_low_turnover_robust,P15_open_ast_diverse,ResidualizeVsCore4,H12,same_symbol_zscore,FundingCore,F1_high_realized_vol,"TSMean(Clip(TSMean(ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_index_ratio,20)),ZScore(TSMean(mark_minus_index,3)))),6))),10),-3.0,3.0),12)","TSMean(Clip(TSMean(ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_index_ratio,H24)),ZScore(TSMean(mark_minus_index,H6)))),H6))),H12),-3.0,3.0),H12)",20,H24
C0918,0,H03_basis_premium_residual,P0_price_return,MulRankZScore,mixed_12_48,same_symbol_rank,FundingCore_and_Core4,F1_high_realized_vol,"ResidualizeVsFundingCore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(Rank(TSMean(ret_3,3)),ZScore(Decay(ret_3,8))),4))),-4.0,4.0))","ResidualizeVsFundingCore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(Rank(TSMean(ret_3,H6)),ZScore(Decay(ret_3,H12))),H6))),-4.0,4.0))",8,H12
C0918,1,H03_basis_premium_residual,P0_price_return,MulRankZScore,mixed_12_48,same_symbol_rank,FundingCore_and_Core4,F1_high_realized_vol,"ResidualizeVsFundingCore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(Rank(TSMean(ret_3,20)),ZScore(Decay(ret_6,3))),6)))),-4.0,4.0))","ResidualizeVsFundingCore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(Rank(TSMean(ret_3,H24)),ZScore(Decay(ret_6,H6))),H6)))),-4.0,4.0))",20,H24
C0919,0,H15_placebo_null_adversarial,P12_liquidity_flow,WinsorZScore,H12,same_symbol_zscore,Core4,F10_volatility_compression,"Neg(Clip(ResidualizeVsCore4(TSMean(WinsorZScore(TSMean(quote_volume_mean_12,3),1.5),4)),-4.0,4.0))","Neg(Clip(ResidualizeVsCore4(TSMean(WinsorZScore(TSMean(quote_volume_mean_12,H6),1.5),H6)),-4.0,4.0))",4,H6
C0919,1,H15_placebo_null_adversarial,P12_liquidity_flow,WinsorZScore,H12,same_symbol_zscore,Core4,F10_volatility_compression,"Neg(Clip(ResidualizeVsCore4(Rank(TSMean(WinsorZScore(TSMean(quote_volume_mean_12,20),2.0),6))),-4.0,4.0))","Neg(Clip(ResidualizeVsCore4(Rank(TSMean(WinsorZScore(TSMean(quote_volume_mean_12,H24),2.0),H6))),-4.0,4.0))",20,H24
C0920,0,H04_basis_compression_expansion,P5_basis_premium,ResidualizeVsCore4,mixed_12_48,cross_symbol_zscore,Core4,F8_low_vol_high_liquidity,"HorizonSpread(Clip(ResidualizeVsCore4(cross_symbol_zscore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_index_ratio,3)),ZScore(TSMean(mark_index_ratio,8)))),4))),-4.0,4.0),4,8)","HorizonSpread(Clip(ResidualizeVsCore4(cross_symbol_zscore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_index_ratio,H6)),ZScore(TSMean(mark_index_ratio,H12)))),H6))),-4.0,4.0),H6,H12)",8,H12
C0920,1,H04_basis_compression_expansion,P5_basis_premium,ResidualizeVsCore4,mixed_12_48,cross_symbol_zscore,Core4,F8_low_vol_high_liquidity,"HorizonSpread(Clip(ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_index_ratio,20)),ZScore(TSMean(mark_minus_index,3)))),6)))),-4.0,4.0),10,12)","HorizonSpread(Clip(ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_index_ratio,H24)),ZScore(TSMean(mark_minus_index,H6)))),H6)))),-4.0,4.0),H12,H12)",20,H24
C0921,0,H13_symbol_tier_relative,P5_basis_premium,CrossSymbolRank,ensemble_6_12_24_48,same_symbol_zscore,FundingCore_and_Core4,F6_cross_symbol_dispersion,"CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(mark_index_ratio,3)),4))),-4.0,4.0))","CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(mark_index_ratio,H6)),H6))),-4.0,4.0))",4,H6
C0921,1,H13_symbol_tier_relative,P5_basis_premium,CrossSymbolRank,ensemble_6_12_24_48,same_symbol_zscore,FundingCore_and_Core4,F6_cross_symbol_dispersion,"CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(mark_index_ratio,20)),6)))),-4.0,4.0))","CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(mark_index_ratio,H24)),H6)))),-4.0,4.0))",20,H24
C0922,0,H11_regime_conditional_non_may,P0_price_return,WinsorZScore,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,F3_high_liquidity_high_vol,"RegimeMaskNonMay(F3_high_liquidity_high_vol,TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(WinsorZScore(TSMean(ret_3,3),1.5),4))),4))","RegimeMaskNonMay(F3_high_liquidity_high_vol,TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(WinsorZScore(TSMean(ret_3,H6),1.5),H6))),H6))",4,H6
C0922,1,H11_regime_conditional_non_may,P0_price_return,WinsorZScore,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,F3_high_liquidity_high_vol,"RegimeMaskNonMay(F3_high_liquidity_high_vol,TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(WinsorZScore(TSMean(ret_3,20),2.0),6)))),10))","RegimeMaskNonMay(F3_high_liquidity_high_vol,TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(WinsorZScore(TSMean(ret_3,H24),2.0),H6)))),H12))",20,H24
C0923,0,H01_cross_symbol_relative_strength,P15_open_ast_diverse,TSRankMul,H48,cross_symbol_zscore,Core4,F8_low_vol_high_liquidity,"CrossSymbolRank(TSMean(ResidualizeVsCore4(cross_symbol_zscore(TSMean(Mul(TSRank(mark_index_ratio,12),ZScore(TSMean(mark_index_ratio,20))),4))),4))","CrossSymbolRank(TSMean(ResidualizeVsCore4(cross_symbol_zscore(TSMean(Mul(TSRank(mark_index_ratio,H12),ZScore(TSMean(mark_index_ratio,H24))),H6))),H6))",20,H24
C0923,1,H01_cross_symbol_relative_strength,P15_open_ast_diverse,TSRankMul,H48,cross_symbol_zscore,Core4,F8_low_vol_high_liquidity,"CrossSymbolRank(TSMean(ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Mul(TSRank(mark_index_ratio,60),ZScore(TSMean(mark_minus_index,12))),6)))),10))","CrossSymbolRank(TSMean(ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Mul(TSRank(mark_index_ratio,H72),ZScore(TSMean(mark_minus_index,H12))),H6)))),H12))",60,H72
C0924,0,H10_range_breakout_failure,P14_horizon_spread,AbsZScore,ensemble_6_12_24_48,same_symbol_zscore,Core4,F11_cross_symbol_crowding,"Sub(Decay(ResidualizeVsCore4(TSMean(Abs(ZScore(Delta(ret_6,3))),4)),4),Sub(RollingMax(ret_6,4),RollingMin(ret_6,8)))","Sub(Decay(ResidualizeVsCore4(TSMean(Abs(ZScore(Delta(ret_6,H6))),H6)),H6),Sub(RollingMax(ret_6,H6),RollingMin(ret_6,H12)))",8,H12
C0924,1,H10_range_breakout_failure,P14_horizon_spread,AbsZScore,ensemble_6_12_24_48,same_symbol_zscore,Core4,F11_cross_symbol_crowding,"Sub(Decay(ResidualizeVsCore4(Rank(TSMean(Abs(ZScore(Delta(ret_6,20))),6))),10),Sub(RollingMax(ret_6,10),RollingMin(ret_12,12)))","Sub(Decay(ResidualizeVsCore4(Rank(TSMean(Abs(ZScore(Delta(ret_6,H24))),H6))),H12),Sub(RollingMax(ret_6,H12),RollingMin(ret_12,H12)))",20,H24
C0925,0,H11_regime_conditional_non_may,P8_regime_state,DecayZScore,spread_6_vs_24,same_symbol_rank,FundingCore,F8_low_vol_high_liquidity,"RegimeMaskNonMay(F8_low_vol_high_liquidity,TSMean(ResidualizeVsFundingCore(TSMean(ZScore(Decay(realized_vol_24,3)),4)),4))","RegimeMaskNonMay(F8_low_vol_high_liquidity,TSMean(ResidualizeVsFundingCore(TSMean(ZScore(Decay(realized_vol_24,H6)),H6)),H6))",4,H6
C0925,1,H11_regime_conditional_non_may,P8_regime_state,DecayZScore,spread_6_vs_24,same_symbol_rank,FundingCore,F8_low_vol_high_liquidity,"RegimeMaskNonMay(F8_low_vol_high_liquidity,TSMean(ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(realized_vol_24,20)),6))),10))","RegimeMaskNonMay(F8_low_vol_high_liquidity,TSMean(ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(realized_vol_24,H24)),H6))),H12))",20,H24
C0926,0,H06_liquidity_structure_ex_realized_vol_mul,P8_regime_state,AbsZScore,spread_6_vs_24,same_symbol_rank,FundingCore,F8_low_vol_high_liquidity,"Sub(Clip(ResidualizeVsFundingCore(TSMean(Abs(ZScore(Delta(realized_vol_24,3))),4)),-4.0,4.0),ZScore(TSStd(realized_vol_24,4)))","Sub(Clip(ResidualizeVsFundingCore(TSMean(Abs(ZScore(Delta(realized_vol_24,H6))),H6)),-4.0,4.0),ZScore(TSStd(realized_vol_24,H6)))",4,H6
C0926,1,H06_liquidity_structure_ex_realized_vol_mul,P8_regime_state,AbsZScore,spread_6_vs_24,same_symbol_rank,FundingCore,F8_low_vol_high_liquidity,"Sub(Clip(ResidualizeVsFundingCore(Rank(TSMean(Abs(ZScore(Delta(realized_vol_24,20))),6))),-4.0,4.0),ZScore(TSStd(realized_vol_24,10)))","Sub(Clip(ResidualizeVsFundingCore(Rank(TSMean(Abs(ZScore(Delta(realized_vol_24,H24))),H6))),-4.0,4.0),ZScore(TSStd(realized_vol_24,H12)))",20,H24
C0927,0,H14_open_ast_cem_diversity,P1_range_volatility,ResidualizeVsFundingCore,H24,cross_symbol_rank,Core4,F5_funding_neutral,"SafeDiv(TSMean(ResidualizeVsCore4(cross_symbol_rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(hl_range,6)),ZScore(TSMean(hl_range,8)))),4))),4),Clip(Abs(TSMean(hl_range,8)),0.05,4.0))","SafeDiv(TSMean(ResidualizeVsCore4(cross_symbol_rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(hl_range,H6)),ZScore(TSMean(hl_range,H12)))),H6))),H6),Clip(Abs(TSMean(hl_range,H12)),0.05,4.0))",8,H12
C0927,1,H14_open_ast_cem_diversity,P1_range_volatility,ResidualizeVsFundingCore,H24,cross_symbol_rank,Core4,F5_funding_neutral,"SafeDiv(TSMean(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(hl_range,30)),ZScore(TSMean(realized_vol_6,36)))),6)))),10),Clip(Abs(TSMean(realized_vol_6,12)),0.05,4.0))","SafeDiv(TSMean(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(hl_range,H48)),ZScore(TSMean(realized_vol_6,H48)))),H6)))),H12),Clip(Abs(TSMean(realized_vol_6,H12)),0.05,4.0))",36,H48
C0928,0,H02_cross_symbol_dispersion_reversal,P13_trade_size_volatility,CrossSymbolRank,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,F6_cross_symbol_dispersion,"Neg(CrossSymbolZScore(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(CrossSymbolRank(TSMean(avg_trade_size_quote,3)),4))),4)))","Neg(CrossSymbolZScore(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(CrossSymbolRank(TSMean(avg_trade_size_quote,H6)),H6))),H6)))",4,H6
C0928,1,H02_cross_symbol_dispersion_reversal,P13_trade_size_volatility,CrossSymbolRank,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,F6_cross_symbol_dispersion,"Neg(CrossSymbolZScore(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(CrossSymbolRank(TSMean(avg_trade_size_quote,20)),6)))),10)))","Neg(CrossSymbolZScore(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(CrossSymbolRank(TSMean(avg_trade_size_quote,H24)),H6)))),H12)))",20,H24
C0929,0,H04_basis_compression_expansion,P3_trade_size,AddZScore,mixed_6_24,cross_symbol_zscore,FundingCore,F0_calendar_blocks,"HorizonSpread(Decay(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Add(ZScore(TSMean(avg_trade_size_quote,3)),ZScore(TSMean(avg_trade_size_quote,8))),4))),4),4,8)","HorizonSpread(Decay(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Add(ZScore(TSMean(avg_trade_size_quote,H6)),ZScore(TSMean(avg_trade_size_quote,H12))),H6))),H6),H6,H12)",8,H12
C0929,1,H04_basis_compression_expansion,P3_trade_size,AddZScore,mixed_6_24,cross_symbol_zscore,FundingCore,F0_calendar_blocks,"HorizonSpread(Decay(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Add(ZScore(TSMean(avg_trade_size_quote,20)),ZScore(TSMean(number_of_trades,3))),6)))),10),10,12)","HorizonSpread(Decay(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Add(ZScore(TSMean(avg_trade_size_quote,H24)),ZScore(TSMean(number_of_trades,H6))),H6)))),H12),H12,H12)",20,H24
