candidate_id,base_candidate_id,target_horizon_hours,decision,reject_reasons,pre_may_pass,post_may_eligible
a7o_l1_C0270_0949__A7R_H24,a7o_l1_C0270_0949,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_0949__A7R_H48,a7o_l1_C0270_0949,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_0949__A7R_H72,a7o_l1_C0270_0949,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_0949__A7R_H96,a7o_l1_C0270_0949,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_2036__A7R_H4,a7o_l1_C0270_2036,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0270_2036__A7R_H8,a7o_l1_C0270_2036,8,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0270_2036__A7R_H12,a7o_l1_C0270_2036,12,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_2036__A7R_H24,a7o_l1_C0270_2036,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_2036__A7R_H48,a7o_l1_C0270_2036,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_2036__A7R_H72,a7o_l1_C0270_2036,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_2036__A7R_H96,a7o_l1_C0270_2036,96,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0270_0373__A7R_H4,a7o_l1_C0270_0373,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0270_0373__A7R_H8,a7o_l1_C0270_0373,8,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_0373__A7R_H12,a7o_l1_C0270_0373,12,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_0373__A7R_H24,a7o_l1_C0270_0373,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_0373__A7R_H48,a7o_l1_C0270_0373,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_0373__A7R_H72,a7o_l1_C0270_0373,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0270_0373__A7R_H96,a7o_l1_C0270_0373,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0280_0678__A7R_H4,a7o_l1_C0280_0678,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0280_0678__A7R_H8,a7o_l1_C0280_0678,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0280_0678__A7R_H12,a7o_l1_C0280_0678,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0280_0678__A7R_H24,a7o_l1_C0280_0678,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0280_0678__A7R_H48,a7o_l1_C0280_0678,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0280_0678__A7R_H72,a7o_l1_C0280_0678,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0280_0678__A7R_H96,a7o_l1_C0280_0678,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0280_1357__A7R_H4,a7o_l1_C0280_1357,4,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0280_1357__A7R_H8,a7o_l1_C0280_1357,8,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0280_1357__A7R_H12,a7o_l1_C0280_1357,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0280_1357__A7R_H24,a7o_l1_C0280_1357,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0280_1357__A7R_H48,a7o_l1_C0280_1357,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0280_1357__A7R_H72,a7o_l1_C0280_1357,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0280_1357__A7R_H96,a7o_l1_C0280_1357,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0280_0757__A7R_H4,a7o_l1_C0280_0757,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag3_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0280_0757__A7R_H8,a7o_l1_C0280_0757,8,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0280_0757__A7R_H12,a7o_l1_C0280_0757,12,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0280_0757__A7R_H24,a7o_l1_C0280_0757,24,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0280_0757__A7R_H48,a7o_l1_C0280_0757,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0280_0757__A7R_H72,a7o_l1_C0280_0757,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0280_0757__A7R_H96,a7o_l1_C0280_0757,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0289_0368__A7R_H4,a7o_l1_C0289_0368,4,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive,False,False
a7o_l1_C0289_0368__A7R_H8,a7o_l1_C0289_0368,8,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0289_0368__A7R_H12,a7o_l1_C0289_0368,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_0368__A7R_H24,a7o_l1_C0289_0368,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_0368__A7R_H48,a7o_l1_C0289_0368,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_0368__A7R_H72,a7o_l1_C0289_0368,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_0368__A7R_H96,a7o_l1_C0289_0368,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_1648__A7R_H4,a7o_l1_C0289_1648,4,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0289_1648__A7R_H8,a7o_l1_C0289_1648,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_1648__A7R_H12,a7o_l1_C0289_1648,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_1648__A7R_H24,a7o_l1_C0289_1648,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_1648__A7R_H48,a7o_l1_C0289_1648,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_1648__A7R_H72,a7o_l1_C0289_1648,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_1648__A7R_H96,a7o_l1_C0289_1648,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_0944__A7R_H4,a7o_l1_C0289_0944,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0289_0944__A7R_H8,a7o_l1_C0289_0944,8,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0289_0944__A7R_H12,a7o_l1_C0289_0944,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_0944__A7R_H24,a7o_l1_C0289_0944,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_0944__A7R_H48,a7o_l1_C0289_0944,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_0944__A7R_H72,a7o_l1_C0289_0944,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0289_0944__A7R_H96,a7o_l1_C0289_0944,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0484__A7R_H4,a7o_l1_C0316_0484,4,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0316_0484__A7R_H8,a7o_l1_C0316_0484,8,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0316_0484__A7R_H12,a7o_l1_C0316_0484,12,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0316_0484__A7R_H24,a7o_l1_C0316_0484,24,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0316_0484__A7R_H48,a7o_l1_C0316_0484,48,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0316_0484__A7R_H72,a7o_l1_C0316_0484,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0484__A7R_H96,a7o_l1_C0316_0484,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0581__A7R_H4,a7o_l1_C0316_0581,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0316_0581__A7R_H8,a7o_l1_C0316_0581,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0581__A7R_H12,a7o_l1_C0316_0581,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0581__A7R_H24,a7o_l1_C0316_0581,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0581__A7R_H48,a7o_l1_C0316_0581,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0581__A7R_H72,a7o_l1_C0316_0581,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0581__A7R_H96,a7o_l1_C0316_0581,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0096__A7R_H4,a7o_l1_C0316_0096,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0316_0096__A7R_H8,a7o_l1_C0316_0096,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0316_0096__A7R_H12,a7o_l1_C0316_0096,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0096__A7R_H24,a7o_l1_C0316_0096,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0096__A7R_H48,a7o_l1_C0316_0096,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0096__A7R_H72,a7o_l1_C0316_0096,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0316_0096__A7R_H96,a7o_l1_C0316_0096,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0774__A7R_H4,a7o_l1_C0318_0774,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0774__A7R_H8,a7o_l1_C0318_0774,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0774__A7R_H12,a7o_l1_C0318_0774,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0774__A7R_H24,a7o_l1_C0318_0774,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0774__A7R_H48,a7o_l1_C0318_0774,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0774__A7R_H72,a7o_l1_C0318_0774,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0774__A7R_H96,a7o_l1_C0318_0774,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_1454__A7R_H4,a7o_l1_C0318_1454,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0318_1454__A7R_H8,a7o_l1_C0318_1454,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0318_1454__A7R_H12,a7o_l1_C0318_1454,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_1454__A7R_H24,a7o_l1_C0318_1454,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_1454__A7R_H48,a7o_l1_C0318_1454,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_1454__A7R_H72,a7o_l1_C0318_1454,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_1454__A7R_H96,a7o_l1_C0318_1454,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0387__A7R_H4,a7o_l1_C0318_0387,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0318_0387__A7R_H8,a7o_l1_C0318_0387,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0387__A7R_H12,a7o_l1_C0318_0387,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0387__A7R_H24,a7o_l1_C0318_0387,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0387__A7R_H48,a7o_l1_C0318_0387,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0387__A7R_H72,a7o_l1_C0318_0387,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0318_0387__A7R_H96,a7o_l1_C0318_0387,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0323_0564__A7R_H4,a7o_l1_C0323_0564,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive;lag3_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0564__A7R_H8,a7o_l1_C0323_0564,8,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0323_0564__A7R_H12,a7o_l1_C0323_0564,12,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0323_0564__A7R_H24,a7o_l1_C0323_0564,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0323_0564__A7R_H48,a7o_l1_C0323_0564,48,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0564__A7R_H72,a7o_l1_C0323_0564,72,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0564__A7R_H96,a7o_l1_C0323_0564,96,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0180__A7R_H4,a7o_l1_C0323_0180,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0180__A7R_H8,a7o_l1_C0323_0180,8,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0180__A7R_H12,a7o_l1_C0323_0180,12,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0180__A7R_H24,a7o_l1_C0323_0180,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0323_0180__A7R_H48,a7o_l1_C0323_0180,48,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0180__A7R_H72,a7o_l1_C0323_0180,72,A7R_HORIZON_HOLD,cost30_recent_nonpositive;lag3_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0180__A7R_H96,a7o_l1_C0323_0180,96,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0756__A7R_H4,a7o_l1_C0323_0756,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0756__A7R_H8,a7o_l1_C0323_0756,8,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0756__A7R_H12,a7o_l1_C0323_0756,12,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0756__A7R_H24,a7o_l1_C0323_0756,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0323_0756__A7R_H48,a7o_l1_C0323_0756,48,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0756__A7R_H72,a7o_l1_C0323_0756,72,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0323_0756__A7R_H96,a7o_l1_C0323_0756,96,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0336_1356__A7R_H4,a7o_l1_C0336_1356,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0336_1356__A7R_H8,a7o_l1_C0336_1356,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0336_1356__A7R_H12,a7o_l1_C0336_1356,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0336_1356__A7R_H24,a7o_l1_C0336_1356,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0336_1356__A7R_H48,a7o_l1_C0336_1356,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0336_1356__A7R_H72,a7o_l1_C0336_1356,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0336_1356__A7R_H96,a7o_l1_C0336_1356,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0336_1647__A7R_H4,a7o_l1_C0336_1647,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive,False,False
a7o_l1_C0336_1647__A7R_H8,a7o_l1_C0336_1647,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0336_1647__A7R_H12,a7o_l1_C0336_1647,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0336_1647__A7R_H24,a7o_l1_C0336_1647,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0336_1647__A7R_H48,a7o_l1_C0336_1647,48,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
